pixelNo,Amplitude
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,1.1666666666666667
33.0,0.5333333333333333
34.0,0.2
35.0,0.0
36.0,0.3333333333333333
37.0,0.4666666666666667
38.0,0.43333333333333335
39.0,0.4
40.0,1.4
41.0,2.3666666666666667
42.0,7.6
43.0,14.8
44.0,23.333333333333332
45.0,36.766666666666666
46.0,47.36666666666667
47.0,47.2
48.0,45.3
49.0,38.833333333333336
50.0,21.6
51.0,5.533333333333333
52.0,0.9333333333333333
53.0,0.4666666666666667
54.0,0.3333333333333333
55.0,0.36666666666666664
56.0,0.6
57.0,1.0666666666666667
58.0,0.8666666666666667
59.0,0.43333333333333335
60.0,0.3333333333333333
61.0,0.2
62.0,0.4
63.0,0.7666666666666667
64.0,0.7333333333333333
65.0,0.5666666666666667
66.0,0.6333333333333333
67.0,1.7
68.0,3.8666666666666667
69.0,5.5
70.0,16.4
71.0,35.666666666666664
72.0,48.86666666666667
73.0,56.0
74.0,60.333333333333336
75.0,57.833333333333336
76.0,53.0
77.0,46.266666666666666
78.0,31.466666666666665
79.0,15.366666666666667
80.0,7.633333333333334
81.0,3.6
82.0,1.8
83.0,0.8333333333333334
84.0,0.8
85.0,0.1
86.0,0.3333333333333333
87.0,0.4666666666666667
88.0,0.7333333333333333
89.0,0.7666666666666667
90.0,0.3333333333333333
91.0,0.3333333333333333
92.0,0.03333333333333333
93.0,0.03333333333333333
94.0,0.23333333333333334
95.0,0.23333333333333334
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
101.0,0.0
102.0,0.0
103.0,0.0
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,0.0
116.0,0.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,0.0
121.0,0.0
122.0,0.0
123.0,0.0
124.0,0.0
125.0,0.0
126.0,0.0
127.0,0.0
128.0,0.6
129.0,0.6
130.0,0.23333333333333334
131.0,0.23333333333333334
132.0,0.3333333333333333
133.0,0.26666666666666666
134.0,0.0
135.0,0.26666666666666666
136.0,1.3666666666666667
137.0,0.6
138.0,0.5333333333333333
139.0,0.9333333333333333
140.0,1.3333333333333333
141.0,3.1666666666666665
142.0,10.533333333333333
143.0,20.0
144.0,37.5
145.0,65.13333333333334
146.0,89.83333333333333
147.0,106.53333333333333
148.0,123.33333333333333
149.0,130.93333333333334
150.0,130.63333333333333
151.0,131.8
152.0,101.63333333333334
153.0,71.8
154.0,48.96666666666667
155.0,35.53333333333333
156.0,22.9
157.0,14.1
158.0,6.866666666666666
159.0,1.5
160.0,0.3333333333333333
161.0,0.0
162.0,0.0
163.0,0.0
164.0,0.0
165.0,0.0
166.0,0.3333333333333333
167.0,0.3333333333333333
168.0,0.0
169.0,0.7
170.0,0.0
171.0,0.3
172.0,0.8
173.0,0.3333333333333333
174.0,1.2
175.0,5.5
176.0,11.466666666666667
177.0,28.1
178.0,65.36666666666666
179.0,103.76666666666667
180.0,128.56666666666666
181.0,149.26666666666668
182.0,163.56666666666666
183.0,162.66666666666666
184.0,158.43333333333334
185.0,144.53333333333333
186.0,127.2
187.0,109.73333333333333
188.0,88.36666666666666
